Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Genre
Squid,Sludge,41,0.391,0.835,7,-4.944,1,0.0702,0.00485,0.00514,0.118,0.109,129.024,300820,4,6
Squid,Paddling,50,0.412,0.655,2,-8.931,1,0.0538,0.000429,0.0487,0.29,0.102,88.573,375627,4,6
Squid,The Cleaner,44,0.49,0.778,8,-6.575,1,0.083,0.0149,0.00265,0.104,0.552,136.549,453212,4,6
Squidgenini,All Made Up,50,0.62,0.58,9,-8.969,1,0.337,0.347,0.000181,0.077,0.255,119.896,250519,4,6
"Sridevi Kapoor, Jolly Mukherjee",Chandni O Meri Chandni,24,0.56,0.755,2,-9.87,0,0.0702,0.742,2.57E-06,0.443,0.86,90.817,4.708133333,4,3
st jimmy,cold & hot,33,0.559,0.68,8,-7.339,0,0.0368,0.0345,0.000166,0.234,0.266,169.956,103105,4,10
St. Louis Jimmy Oden,Goin' Down Slow,33,0.679,0.228,10,-14.992,1,0.0421,0.993,0.0363,0.164,0.491,82.516,191582,4,2
St. Marys,Promise,27,0.643,0.289,9,-15.184,1,0.0471,0.326,0.000711,0.112,0.155,154.013,187013,4,6
St. Paul & The Broken Bones,Call Me,61,0.573,0.786,7,-4.354,1,0.0352,0.0634,0.212,0.117,0.612,110.289,171267,4,9
St. Paul & The Broken Bones,All I Ever Wonder,45,0.563,0.603,7,-8.06,0,0.0299,0.0208,4.38E-05,0.169,0.365,94.582,209440,4,9
St. Vincent,Down,59,0.713,0.794,7,-8.173,1,0.0943,0.197,0.000232,0.603,0.961,155.942,206427,4,1
St. Vincent,The Melting Of The Sun,61,0.52,0.463,10,-10.429,1,0.0958,0.609,0.0014,0.426,0.469,159.931,257520,4,1
St. Vincent,Masseduction,53,0.696,0.598,2,-7.917,1,0.0922,0.00232,0.00115,0.119,0.438,114.989,197427,4,6
St. Vincent,Digital Witness,42,0.782,0.444,5,-7.081,1,0.0489,0.00904,0.0101,0.0887,0.882,104.975,202000,4,6
St. Vincent,The Melting Of The Sun,61,0.52,0.463,10,-10.429,1,0.0958,0.609,0.0014,0.426,0.469,159.931,257520,4,6
St. Vincent,Los Ageless,58,0.527,0.716,5,-6.029,0,0.0616,0.0698,8.71E-05,0.0737,0.331,99.426,281347,4,6
St. Vincent,Cruel,51,0.57,0.704,1,-8.32,1,0.0314,0.0104,0.455,0.0905,0.437,115.041,214987,4,10
St. Vincent,Los Ageless,58,0.527,0.716,5,-6.029,0,0.0616,0.0698,8.71E-05,0.0737,0.331,99.426,281347,4,10
Stabbing Westward,Save Yourself,52,0.572,0.859,1,-6.785,1,0.0352,2.94E-05,0.253,0.201,0.106,110.034,253293,4,8
Stain the Canvas,End,40,0.336,0.699,9,-6.481,1,0.0794,0.000334,0.00163,0.104,0.21,170.317,218647,4,8
Staind,Mudshovel,4,0.485,0.802,1,-5.497,1,0.0311,0.000243,0.00115,0.0886,0.361,107.352,281733,4,8
Staind,It's Been Awhile,65,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707,4,10
"Stan Getz, Bob Brookmeyer",Love Jumped Out,39,0.58,0.256,2,-17.45,0,0.0482,0.759,3.88E-05,0.0897,0.499,79.122,7.770666667,4,7
Stan Webb,Poor Boy,37,0.453,0.795,2,-8.417,1,0.285,0.0217,0.15,0.0997,0.375,168.951,309440,4,2
Stanley Turrentine,Stolen Sweets,33,0.451,0.414,3,-10.857,1,0.0355,0.712,9.33E-05,0.0821,0.764,165.617,6.21,4,7
Starcastle,Lady of the Lake,26,0.359,0.699,1,-11.195,1,0.0402,0.0064,0.222,0.117,0.514,148.092,626933,4,10
Starcrawler,Hollywood Ending,31,0.325,0.912,4,-3.39,0,0.0514,0.0016,0.000973,0.132,0.652,132.609,205933,4,1
Starcrawler,Hollywood Ending,31,0.325,0.912,4,-3.39,0,0.0514,0.0016,0.000973,0.132,0.652,132.609,205933,4,6
Starcrawler,Hollywood Ending,31,0.325,0.912,4,-3.39,0,0.0514,0.0016,0.000973,0.132,0.652,132.609,205933,4,10
Starflyer 59,A House Wife Love Song,27,0.108,0.556,10,-7.719,1,0.0494,0.000134,0.854,0.639,0.35,175.661,253013,4,6
Starflyer 59,A House Wife Love Song,27,0.108,0.556,10,-7.719,1,0.0494,0.000134,0.854,0.639,0.35,175.661,253013,4,10
starRo,Ceiling,34,0.646,0.462,9,-9.965,1,0.0298,0.112,0.792,0.116,0.661,103.987,211038,4,6
Static & Ben El,◊ß◊ï◊ë◊ô◊ï◊™,47,0.803,0.693,1,-6.053,1,0.056,0.0383,1.17E-05,0.0453,0.43,105.049,142857,4,9
Static-X,Hollow (Project Regeneration),45,0.486,0.986,6,-6.466,1,0.0683,3.55E-05,0.201,0.342,0.531,155.65,161893,4,8
Static-X,Bring You Down (Project Regeneration),49,0.64,0.947,10,-7.267,0,0.0951,0.000699,0.327,0.375,0.204,126.989,215280,4,8
Static-X,Looks That Kill,43,0.641,0.956,5,-4.006,0,0.0376,0.00037,0.00858,0.16,0.669,136.981,251600,4,8
Statik Selektah,"Play Around (feat. Conway the Machine, 2 Chainz, Killer Mike, & Allan Kingdom)",33,0.756,0.876,5,-5.477,0,0.199,0.0955,0.000157,0.0951,0.647,87.919,210000,4,5
Status Quo,Spinning Wheel Blues,24,0.748,0.538,2,-7.715,0,0.0488,0.0172,0.0617,0.11,0.795,130.45,199267,4,2
Status Quo,Whatever You Want,65,0.56,0.705,2,-6.761,1,0.0498,0.772,0.00259,0.264,0.501,122.456,243547,4,2
Stealers Wheel,Stuck In The Middle With You,69,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,3.39821667,4,0
Stealers Wheel,Stuck In The Middle With You,72,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,208947,4,10
Steamhammer,Contemporary Chick Con Song - Remastered,33,0.448,0.605,7,-9.105,1,0.054,0.084,0.00656,0.1,0.52,129.345,295213,4,2
Steely Dan,Black Friday,47,0.528,0.694,11,-12.294,0,0.057,0.00866,0.000189,0.141,0.716,131.287,221200,4,10
Steely Dan,FM,53,0.787,0.607,11,-9.133,0,0.0274,0.119,0.00305,0.0929,0.681,109.38,290160,4,10
Steely Dan,Hey Nineteen,65,0.952,0.301,2,-13.936,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,307400,4,10
Steely Dan,Do It Again,71,0.682,0.537,2,-10.254,0,0.0323,0.218,3.07E-05,0.0556,0.963,124.574,356733,4,10
Stella Got,◊ß◊û◊ò,19,0.669,0.461,5,-15.784,0,0.0415,0.165,0.112,0.111,0.0791,106.98,262835,4,6
Stepan I Meduza,–°–Ω–µ–∂–∞–Ω–∞,30,0.573,0.954,9,-5.576,0,0.0322,0.0262,0.114,0.144,0.685,128.011,243755,4,6
Stephen Malkmus,Xian Man,28,0.628,0.722,6,-4.396,1,0.0269,0.0357,0.249,0.307,0.721,118.808,246907,4,1
Stephen Malkmus & The Jicks,Chartjunk,29,0.361,0.795,3,-7.563,1,0.0347,0.0348,0.0858,0.114,0.556,143.445,228667,4,1
Stephen Malkmus & The Jicks,Chartjunk,29,0.361,0.795,3,-7.563,1,0.0347,0.0348,0.0858,0.114,0.556,143.445,228667,4,6
Stephen Oaks,Es Amor (What Is Love) (feat. Nicky Jam & Emy Perez),46,0.729,0.922,6,-3.695,0,0.109,0.0857,6.12E-06,0.278,0.443,108.976,185947,4,9
Stephen Taranto,Pixel Heart: Verdant,28,0.373,0.964,11,-7.925,0,0.0798,0.000152,0.791,0.109,0.207,83.958,312363,4,8
Steppenwolf,Magic Carpet Ride,71,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4,1
Steppenwolf,Magic Carpet Ride,71,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4,6
Steppenwolf,Born To Be Wild,72,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,3.50621667,4,10
Steppenwolf,Magic Carpet Ride,70,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,4.52621667,4,10
Steppenwolf,Born To Be Wild,73,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,210373,4,10
Steppenwolf,Born To Be Wild - Single Version,2,0.468,0.81,9,-8.33,1,0.0724,0.00169,0.0314,0.567,0.464,145.589,216693,4,10
Steppenwolf,Magic Carpet Ride,71,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4,10
Stepping Sideways,Quintessence,20,0.323,0.983,2,-3.98,0,0.116,0.000147,0.000978,0.116,0.0998,160.002,205800,4,8
Stepson,Come with Me,42,0.468,0.998,11,-2.158,1,0.235,0.000405,7.13E-06,0.39,0.0705,99.928,171880,4,8
Stepson,Come with Me,42,0.468,0.998,11,-2.158,1,0.235,0.000405,7.13E-06,0.39,0.0705,99.928,171880,4,10
Stereo Honey,What Makes a Man,42,0.489,0.757,8,-6.781,0,0.0341,0.188,0.129,0.19,0.123,132.002,213606,4,6
Stereophonics,Maybe Tomorrow,66,0.495,0.653,7,-6.769,0,0.0361,0.217,0.000458,0.334,0.571,80.897,272947,4,10
Stereophonics,Handbags And Gladrags,62,0.328,0.726,3,-3.935,1,0.0312,0.0286,0.000643,0.167,0.21,134.639,277387,4,10
Stereophonics,Dakota,69,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,297427,4,10
Stereophonics,All In One Night,54,0.569,0.668,9,-6.109,0,0.0266,0.134,0.00408,0.0855,0.714,83.015,317187,4,10
Stetsasonic,Talkin' All That Jazz,44,0.83,0.817,4,-6.539,0,0.077,0.00096,0.000677,0.112,0.622,107.908,288053,4,5
Steve Cropper,Fire It Up,34,0.63,0.896,4,-4.437,1,0.0309,0.325,0.00152,0.712,0.829,91.077,182620,4,2
Steve Hackett,Ace Of Wands - Remastered 2005,35,0.208,0.87,2,-8.141,1,0.0643,0.0759,0.179,0.337,0.182,83.831,323040,4,10
Steve Hill,Slowly Slipping Away,35,0.384,0.444,7,-9.02,1,0.0345,0.311,0.000449,0.127,0.663,177.42,206493,4,2
Steve Hill,Going Down the Road Feeling Bad,40,0.401,0.567,2,-9.327,1,0.0397,0.346,0.125,0.162,0.622,182.966,297881,4,2
Steve Howell,Kansas City Blues,42,0.584,0.276,11,-12.256,0,0.0481,0.913,0.000562,0.113,0.398,79.576,187544,4,2
Steve Kuhn,Lonely Town,37,0.572,0.107,7,-22.123,0,0.0335,0.963,0.883,0.123,0.194,93.049,5.783933333,4,7
Steve Lacy,Dark Red,73,0.603,0.783,6,-4.023,1,0.062,0.449,7.96E-06,0.119,0.775,172.041,173104,4,6
Steve Miller Band,You Send Me,32,0.376,0.353,4,-13.606,0,0.0309,0.827,3.24E-05,0.194,0.384,109.78,162360,3,10
Steve Miller Band,The Joker,12,0.596,0.448,5,-9.616,1,0.0396,0.365,5.30E-06,0.206,0.796,83.293,4.4084,4,10
Steve Miller Band,My Own Space,33,0.487,0.344,8,-14.834,1,0.0264,0.0249,0.00946,0.384,0.17,84.322,184533,4,10
Steve Miller Band,The Joker,76,0.596,0.448,5,-9.616,1,0.0396,0.365,5.30E-06,0.206,0.796,83.293,264504,4,10
Steve Miller Band,Winter Time,25,0.314,0.768,9,-7.713,0,0.0588,0.464,0.0419,0.979,0.419,94.369,410280,4,10
Steve Perry,Oh Sherrie,65,0.333,0.695,5,-5.116,1,0.0465,0.372,7.13E-06,0.107,0.317,203.753,229347,4,10
Steve Smyth,Written Or Spoken,34,0.341,0.253,9,-10.552,1,0.0294,0.868,0.000154,0.153,0.19,168.388,299613,4,2
Steve Winwood,While You See A Chance,61,0.602,0.732,2,-8.29,1,0.0282,0.36,0.000314,0.0755,0.411,129.355,312773,4,10
Steve Winwood,Back In The High Life Again,61,0.603,0.503,2,-14.862,1,0.0379,0.29,0.00128,0.135,0.647,168.512,335840,4,10
Steven Wilson,The Same Asylum As Before,44,0.479,0.831,4,-9.242,0,0.044,0.00912,0.00124,0.341,0.531,78.975,314479,4,8
Steven Wilson,EMINENT SLEAZE,41,0.749,0.463,11,-10.398,0,0.0545,0.21,3.43E-06,0.142,0.662,125.023,232928,4,10
Steven Wilson,KING GHOST,45,0.499,0.485,2,-12.348,1,0.0509,0.221,0.503,0.0578,0.167,188.046,246027,4,10
Steven Wilson,Pariah,49,0.497,0.213,6,-13.199,0,0.0317,0.102,0.112,0.21,0.0412,135.03,286225,4,10
Steven Wilson,PERSONAL SHOPPER,46,0.594,0.639,7,-12.519,1,0.0346,0.0546,0.111,0.112,0.218,124.997,589307,4,10
Stevie Nicks,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,61,0.631,0.597,4,-7.382,0,0.026,0.379,0.00273,0.146,0.665,107.26,244440,4,10
Stevie Ray Vaughan,Texas Flood,59,0.256,0.423,6,-11.994,1,0.035,0.000788,0.402,0.25,0.441,173.27,320907,3,2
Stevie Ray Vaughan,The House Is Rockin',53,0.336,0.909,4,-11.019,1,0.039,0.204,0.0211,0.333,0.956,172.162,143227,4,2
Stevie Ray Vaughan,Life By The Drop,51,0.659,0.163,6,-11.864,0,0.0388,0.766,1.41E-05,0.0735,0.473,95.882,147507,4,2
Stevie Ray Vaughan,Mary Had a Little Lamb,59,0.678,0.493,8,-13.782,1,0.0302,0.0882,0.153,0.264,0.914,122.627,166960,4,2
Stevie Salas,Tell Your Story Walkin',45,0.555,0.977,8,-5.083,1,0.155,0.00103,0.0202,0.617,0.509,113.651,241240,4,10
Stevie Salas,Blind,29,0.743,0.699,2,-9.518,1,0.0667,0.0424,0.0221,0.0482,0.534,94.936,288093,4,10
Stevie Wonder,Superstition,72,0.611,0.578,1,-14.171,1,0.0676,0.0598,0.0219,0.0983,0.884,100.625,266133,4,10
Stick Figure,Summertime (feat. Citizen Cope),61,0.744,0.69,1,-5.176,0,0.0387,0.0292,0.00186,0.362,0.749,79.999,238767,4,10
Stick Figure,Shine,60,0.77,0.672,11,-5.998,0,0.0539,0.0125,0.0432,0.115,0.442,169.974,269500,4,10
Sticky,Booo! (feat. Ms Dynamite) - Original Dirty Mix,46,0.6,0.77,6,-7.077,1,0.195,0.0004,0.000264,0.0533,0.625,131.582,327293,4,5
Stiff Little Fingers,Alternative Ulster,53,0.439,0.971,11,-5.855,0,0.177,0.0148,1.34E-05,0.255,0.24,118.369,163880,4,1
Stiff Little Fingers,Alternative Ulster,53,0.439,0.971,11,-5.855,0,0.177,0.0148,1.34E-05,0.255,0.24,118.369,163880,4,6
Stiff Little Fingers,Alternative Ulster,53,0.439,0.971,11,-5.855,0,0.177,0.0148,1.34E-05,0.255,0.24,118.369,163880,4,10
Still Life (feat. Joseph),"Henry Jamison, JOSEPH",37,0.522,0.54,4,-8.743,1,0.0356,0.0513,0.000206,0.0788,0.267,132.087,3.81445,4,0
Still Woozy,Goodie Bag,77,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4,6
Still Woozy,Rocky,69,0.734,0.518,11,-9.514,0,0.0813,0.556,0.00282,0.111,0.555,101.083,166000,4,6
Still Woozy,Kenny,70,0.743,0.49,1,-10.845,1,0.0377,0.307,0.0393,0.108,0.394,120.028,194133,4,6
Still Woozy,Goodie Bag,77,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4,9
Sting,Englishman / African in New York (with Shirazee),51,0.851,0.674,2,-4.488,1,0.0619,0.0101,3.90E-05,0.218,0.518,101.011,193828,4,9
Sting,So Lonely - My Songs Version,43,0.637,0.87,2,-3.796,1,0.13,0.00379,2.73E-05,0.0771,0.735,82.044,248956,4,10
Sting,It's Probably Me,60,0.791,0.41,4,-12.604,0,0.084,0.167,4.38E-06,0.0763,0.511,91.021,302040,4,10
Stitched Up Heart,My Demon,45,0.473,0.927,6,-2.348,0,0.187,0.00415,9.82E-06,0.384,0.352,156.936,189773,4,8
Stone Foundation,Hold on to Love,36,0.511,0.455,2,-7.71,0,0.0284,0.54,7.39E-06,0.0957,0.857,171.125,182544,4,9
Stone Sour,Bother,66,0.272,0.281,1,-7.634,1,0.0287,0.388,2.29E-05,0.158,0.141,89.914,240400,4,8
Stone Sour,30/30-150,5,0.512,0.919,4,-4.581,1,0.0894,4.03E-05,0.000629,0.0899,0.602,163.044,258067,4,8
Stone Sour,Bother,66,0.272,0.281,1,-7.634,1,0.0287,0.388,2.29E-05,0.158,0.141,89.914,240400,4,10
Stone Sour,Fabuless,52,0.429,0.995,1,-4.353,0,0.139,0.00301,9.46E-05,0.321,0.183,158.355,240707,4,10
Stone Sour,Wicked Game - Acoustic; Live,67,0.561,0.337,8,-9.272,1,0.0284,0.644,8.79E-05,0.67,0.273,109.373,267253,4,10
Stone Temple Pilots,Interstate Love Song,72,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,194853,4,6
Stone Temple Pilots,Perdida,40,0.414,0.31,4,-11.54,0,0.0329,0.943,0.0217,0.1,0.11,128.243,209213,3,10
Stone Temple Pilots,Three Wishes,48,0.528,0.518,7,-7.641,1,0.0281,0.425,0.315,0.125,0.395,139.98,291947,3,10
Stone Temple Pilots,Vasoline - 2019 Remaster,62,0.295,0.977,10,-7.086,1,0.088,0.00147,0.000187,0.0887,0.353,168.672,176547,4,10
Stone Temple Pilots,Vasoline,62,0.295,0.977,10,-7.086,1,0.088,0.00147,0.000187,0.0887,0.353,168.672,176547,4,10
Stone Temple Pilots,Interstate Love Song - 2019 Remaster,72,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,194853,4,10
Stone Temple Pilots,Sex Type Thing,1,0.397,0.969,9,-3.892,1,0.0463,1.52E-06,0.517,0.0513,0.702,134.289,218293,4,10
Stone Temple Pilots,Fare Thee Well,57,0.431,0.371,7,-8.709,1,0.0272,0.547,0.0154,0.0921,0.196,66.853,261880,4,10
Stone Temple Pilots,Creep,58,0.66,0.567,4,-6.318,0,0.0289,0.00428,0.0137,0.11,0.182,107.754,332627,4,10
Stonebwoy,Activate,55,0.787,0.699,4,-3.405,0,0.0384,0.69,3.56E-06,0.152,0.611,108.022,217778,4,9
Stonefield,In The Eve,31,0.149,0.694,9,-5.702,1,0.0397,0.0425,0.00393,0.214,0.341,203.595,236253,4,10
Storm Orchestra,The Shining of My Soul,15,0.444,0.741,2,-5.391,0,0.0379,0.000883,1.54E-06,0.0895,0.257,95.089,210316,4,10
Stormzy,Vossi Bop,69,0.682,0.653,8,-6.062,1,0.339,0.13,0.00116,0.129,0.428,188.115,196267,4,9
Stormzy,Own It (feat. Ed Sheeran & Burna Boy),74,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21E-06,0.123,0.359,104,216707,4,9
Story Untold,BMTH shxw,40,0.672,0.755,2,-5.003,1,0.0298,0.0207,7.93E-06,0.0605,0.323,139.974,165875,4,10
Strange Overtones,Whitney,49,0.728,0.572,2,-10.043,1,0.0348,0.242,4.10E-05,0.102,0.744,110.346,3.449916667,4,0
Strapping Young Lad,Love?,51,0.412,0.964,6,-7.557,0,0.169,1.84E-06,0.146,0.502,0.232,142.536,293347,3,8
Strapping Young Lad,Detox,41,0.117,0.983,2,-5.728,1,0.2,2.91E-06,0.0627,0.36,0.102,164.227,337000,4,8
Stratovarius,Hunting High And Low,53,0.505,0.978,6,-3.166,0,0.11,0.000163,0.268,0.346,0.389,93.793,248867,4,8
Strawberry Alarm Clock,The World's On Fire,30,0.475,0.519,9,-12.645,0,0.03,0.0214,0.252,0.116,0.857,126.528,505267,4,2
Strawberry Station,Future Funk 2021,36,0.688,0.533,11,-12.869,1,0.12,0.00347,0.148,0.152,0.664,127.981,185630,4,6
Strawberry Station,Looking for Loving,26,0.698,0.839,2,-8.16,1,0.0361,0.0041,0.783,0.0833,0.65,128.023,204399,4,6
strawbey,how do you feel,36,0.282,0.473,6,-9.029,0,0.0318,0.284,0.749,0.107,0.046,105.179,297613,4,6
Stray Cats,Wild Saxophone,35,0.56,0.423,11,-16.309,0,0.131,0.117,0.0591,0.0939,0.625,113.48,181493,4,10
Street Sweeper Social Club,Clap For The Killers,34,0.648,0.867,4,-5.184,1,0.142,0.0849,0.00218,0.321,0.874,164.399,235394,4,10
Stromae,Alors on danse,80,0.791,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,3.43445,4,9
Studio Killers,Jenny (I Wanna Ruin Our Friendship),72,0.668,0.798,11,-5.701,1,0.0334,0.00305,0.0144,0.277,0.575,133.928,3.588,4,9
Studio Killers,Jenny (I Wanna Ruin Our Friendship),75,0.668,0.798,11,-5.701,1,0.0334,0.00305,0.0144,0.277,0.575,133.928,215280,4,9
Sturgill Simpson,Paradise,59,0.358,0.3,2,-9.564,1,0.0423,0.777,3.56E-05,0.0889,0.557,185.132,198787,3,1
STUTS,Presence I,65,0.607,0.654,2,-5.915,1,0.0962,0.469,0.00047,0.085,0.294,93.473,250509,4,9
Sub Urban,PATCHWERK (with Two Feet),68,0.822,0.464,8,-8.965,1,0.058,0.192,8.39E-06,0.293,0.773,97.506,141591,4,10
Sublime,What I Got,9,0.804,0.693,7,-7.47,1,0.0915,0.00876,0.000916,0.314,0.654,95.721,170907,4,10
Sublime,Santeria,77,0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42E-05,0.188,0.567,90.807,182747,4,10
Sucker,Madeline Kenney,42,0.511,0.674,9,-9.536,1,0.0274,0.117,0.0105,0.129,0.663,173.949,4.72285,4,0
Sudha Malhotra,Mil Gaye Nain,1,0.554,0.367,1,-11.983,1,0.0382,0.848,0.000177,0.0862,0.945,144.563,2.588666667,4,3
Sue Foley,The Ice Queen,38,0.488,0.408,4,-8.373,0,0.0432,0.756,0.00125,0.198,0.445,151.196,383133,3,2
Sue Foley,The Ice Queen,38,0.488,0.408,4,-8.373,0,0.0432,0.756,0.00125,0.198,0.445,151.196,383133,3,10
Sueco,SOS (feat. Travis Barker),67,0.615,0.785,1,-4.88,1,0.0632,0.0186,1.19E-05,0.166,0.369,150.03,169600,4,10
Suede,Trash,52,0.422,0.99,11,-4.007,1,0.1,0.0033,1.03E-06,0.345,0.174,124.6,245947,4,6
Suede,Saturday Night,46,0.504,0.888,8,-5.948,1,0.0661,0.0588,0.000101,0.256,0.303,116.44,281053,4,10
Suffer Like G Did,Beow,29,0.442,0.61,9,-9.986,0,0.0581,0.0392,0.88,0.173,0.413,140.43,208893,4,10
Sufjan Stevens,Video Game,51,0.674,0.796,9,-8.139,0,0.0526,0.648,0.0101,0.111,0.155,129.986,255722,4,6
Sugar,If I Can't Change Your Mind,40,0.357,0.992,5,-3.663,1,0.0555,0.123,0.0128,0.14,0.77,160.916,198933,4,6
Sugar Blue,Bad Boys Heaven,16,0.406,0.43,5,-7.702,1,0.0423,0.67,0.00205,0.338,0.417,176.21,548440,3,2
Sugar High,Alone,35,0.475,0.43,2,-10.652,1,0.0252,0.446,0.322,0.126,0.058,77.951,182000,4,6
Sugar Ray,Every Morning,66,0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916,219867,4,9
Sugar Ray,Fly,66,0.835,0.648,1,-8.15,1,0.0488,0.0202,0.225,0.308,0.674,99.701,244640,4,9
Sugar Ray,Someday - Remastered,60,0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,243333,4,10
Sugaray Rayford,Homemade Disaster,28,0.556,0.87,7,-4.816,0,0.166,0.162,0.463,0.0941,0.955,169.826,194564,4,2
"Suhel Rais Khan, Ustad Sultan Khan",Sitar Symphony - Original,14,0.517,0.583,7,-6.792,1,0.0299,0.188,0.0106,0.234,0.43,78.027,4.302966667,4,0
Sui Uzi,Change,23,0.645,0.88,1,-8.493,1,0.325,0.0343,2.11E-05,0.404,0.416,124.252,175638,4,6
Sui Uzi,Dangerous,34,0.675,0.911,11,-8.397,1,0.27,0.015,6.77E-06,0.304,0.578,109.947,221687,4,6
Sui Uzi,Your Secrets,35,0.755,0.895,5,-7.8,0,0.0538,0.000236,0.00247,0.223,0.672,134.081,240527,4,6
Suicidal Tendencies,Send Me Your Money,40,0.409,0.73,9,-11.394,0,0.0937,7.06E-05,4.88E-05,0.33,0.717,105.827,202160,1,8
Suicide,Dream Baby Dream,51,0.688,0.716,1,-10.437,0,0.032,0.00905,0.732,0.0921,0.977,144.122,384907,4,1
Suicide,Dream Baby Dream,51,0.688,0.716,1,-10.437,0,0.032,0.00905,0.732,0.0921,0.977,144.122,384907,4,6
Suicide,Ghost Rider - 1998 Remastered Version,3,0.273,0.485,1,-12.133,1,0.0755,0.0803,0.707,0.29,0.44,191.577,150880,4,10
Suicide Silence,You Only Live Once,59,0.613,0.953,6,-4.936,1,0.153,0.00018,0.0614,0.116,0.213,119.976,192560,4,8
Sukhwinder Singh,Taal Se Taal - Western Version,47,0.771,0.72,7,-11.742,1,0.0867,0.203,0.0011,0.335,0.492,94.968,2.57,4,3
Suldusk,The Elm,38,0.601,0.439,4,-10.507,0,0.0253,0.43,0.00107,0.125,0.186,106.973,210834,4,8
"Sultan Khan, Shankar Mahadevan, Kavita Krishnamurthy",Albela Sajan,40,0.64,0.744,2,-7.9,1,0.0442,0.0874,0.000292,0.0586,0.768,92.983,3.314,4,3
Sultan of the Disco,Waiting For Your Calling Back,18,0.782,0.722,9,-4.803,0,0.0596,0.227,6.86E-06,0.0993,0.782,120.009,238758,4,10
Sum 41,Still Waiting,69,0.431,0.95,7,-4.918,1,0.26,0.00105,3.63E-05,0.272,0.56,191.936,158733,4,10
Sum 41,The Hell Song,65,0.359,0.935,8,-5.529,0,0.0817,0.000143,0.0141,0.351,0.658,173.429,198493,4,10
Sum 41,Out For Blood,60,0.553,0.868,6,-4.186,0,0.048,7.35E-05,0.0359,0.0934,0.5,140.054,216571,4,10
Sum 41,Catching Fire (Acoustic),51,0.68,0.454,1,-4.262,1,0.0392,0.232,0.000111,0.112,0.238,139.012,240019,4,10
"Suman Kalyanpur, Mohammed Rafi",Aajkal Tere Mere Pyar Ke Charche,16,0.556,0.792,9,-10.683,1,0.0715,0.858,0.007,0.596,0.776,98.554,5.158216667,4,3
Sumo Cyco,Bad News,33,0.603,0.898,5,-5.777,0,0.125,0.00835,0.0716,0.386,0.755,156.001,234770,4,8
Sun June,Bad girl,44,0.578,0.374,8,-9.501,1,0.0279,0.281,0.126,0.114,0.449,175.867,247507,4,6
Sun Seeker,IFSN,18,0.61,0.801,2,-5.937,1,0.0257,0.0117,0.000124,0.61,0.755,104.976,209464,4,10
Sun Tailor,Losing Days,19,0.642,0.516,11,-7.804,1,0.0458,0.36,0.399,0.0835,0.695,83.442,222235,4,6
Sundara Karma,Indigo Puff,55,0.585,0.556,2,-5.075,1,0.0274,0.000686,0.000132,0.151,0.414,142.144,231722,4,10
Sunday Drive,Ásgeir,42,0.362,0.317,1,-10.549,0,0.0319,0.917,0.000501,0.112,0.314,102.415,3.708833333,4,0
sunflwr,kawamurra,27,0.98,0.529,11,-9.665,0,0.219,0.165,0.0773,0.0887,0.285,126.004,219524,4,9
Sunglasses For Jaws,What Does It Look Like,21,0.692,0.779,9,-6.87,0,0.0455,0.0883,0.00601,0.091,0.654,108.996,200473,4,6
Sunn 0))),Frost (C),31,0.0755,0.0167,5,-11.802,1,0.0477,0.162,0.671,0.118,0.0334,75.151,656934,3,8
Sunny War,Age of a Man,39,0.655,0.508,3,-6.048,1,0.0295,0.273,0.000451,0.0871,0.361,145.043,219253,4,2
